"ensembl_gene_id","external_gene_name"
"8230","ENSMUSG00000052135","Foxo6"
"8231","ENSMUSG00000052229","Gpr17"
"8232","ENSMUSG00000052270","Fpr2"
"8233","ENSMUSG00000052299","Ltn1"
"8234","ENSMUSG00000052305","Hbb-bs"
"8235","ENSMUSG00000052316","Lrrc15"
"8236","ENSMUSG00000052337","Immt"
"8237","ENSMUSG00000052371","Hoxd3os1"
"8238","ENSMUSG00000052372","Il1rapl1"
"8239","ENSMUSG00000052373","Mpp3"
"8240","ENSMUSG00000052396","Mogat2"
"8241","ENSMUSG00000052397","Ezr"
"8242","ENSMUSG00000052403","Fcnaos"
"8243","ENSMUSG00000052504","Epha3"
"8244","ENSMUSG00000052539","Magi3"
"8245","ENSMUSG00000052557","Gan"
"8246","ENSMUSG00000052565","H1f3"
"8247","ENSMUSG00000052566","Hook2"
"8248","ENSMUSG00000052581","Lrrtm4"
"8249","ENSMUSG00000052605","Isoc2b"
"8250","ENSMUSG00000052684","Jun"
"8251","ENSMUSG00000052726","Kcnt2"
"8252","ENSMUSG00000052727","Map1b"
"8253","ENSMUSG00000052736","Klrc2"
"8254","ENSMUSG00000052783","Grk4"
"8255","ENSMUSG00000052837","Junb"
"8256","ENSMUSG00000052911","Lamb2"
"8257","ENSMUSG00000052915","Msl1"
"8258","ENSMUSG00000052934","Fbxo31"
"8259","ENSMUSG00000052942","Glis3"
"8260","ENSMUSG00000052957","Gas1"
"8261","ENSMUSG00000052962","Mrpl35"
"8262","ENSMUSG00000053004","Hrh1"
"8263","ENSMUSG00000053012","Krcc1"
"8264","ENSMUSG00000053062","Jam2"
"8265","ENSMUSG00000053091","Lins1"
"8266","ENSMUSG00000053101","Gpr141"
"8267","ENSMUSG00000053111","Fank1"
"8268","ENSMUSG00000053137","Mapk11"
"8269","ENSMUSG00000053158","Fes"
"8270","ENSMUSG00000053164","Gpr21"
"8271","ENSMUSG00000053192","Mllt11"
"8272","ENSMUSG00000053329","Gatd3a"
"8273","ENSMUSG00000053332","Gas5"
"8274","ENSMUSG00000053334","Ficd"
"8275","ENSMUSG00000053414","Hunk"
"8276","ENSMUSG00000053436","Mapk14"
"8277","ENSMUSG00000053460","Ggcx"
"8278","ENSMUSG00000053461","Hhipl2"
"8279","ENSMUSG00000053465","Hs6st3"
"8280","ENSMUSG00000053470","Kdm3a"
"8281","ENSMUSG00000053519","Kcnip1"
"8282","ENSMUSG00000053522","Lgals7"
"8283","ENSMUSG00000053560","Ier2"
"8284","ENSMUSG00000053593","Fate1"
"8285","ENSMUSG00000053647","Gper1"
"8286","ENSMUSG00000053693","Mast1"
"8287","ENSMUSG00000053769","Lysmd1"
"8288","ENSMUSG00000053799","Exoc6"
"8289","ENSMUSG00000053801","Grwd1"
"8290","ENSMUSG00000053835","H2-T24"
"8291","ENSMUSG00000053846","Lipg"
"8292","ENSMUSG00000053870","Fpgt"
"8293","ENSMUSG00000053889","Kirrel3os"
"8294","ENSMUSG00000053907","Mat2a"
"8295","ENSMUSG00000053914","Kdm4d"
"8296","ENSMUSG00000053964","Lgals4"
"8297","ENSMUSG00000054005","Mill1"
"8298","ENSMUSG00000054046","Klk13"
"8299","ENSMUSG00000054051","Ercc6"
"8300","ENSMUSG00000054072","Iigp1"
"8301","ENSMUSG00000054128","H2-T3"
"8302","ENSMUSG00000054146","Krt15"
"8303","ENSMUSG00000054161","Fam83e"
"8304","ENSMUSG00000054191","Klf1"
"8305","ENSMUSG00000054199","Gon4l"
"8306","ENSMUSG00000054200","Ffar4"
"8307","ENSMUSG00000054203","Ifi205"
"8308","ENSMUSG00000054206","Gzmm"
"8309","ENSMUSG00000054237","Fra10ac1"
"8310","ENSMUSG00000054252","Fgfr3"
"8311","ENSMUSG00000054256","Msi1"
"8312","ENSMUSG00000054263","Lifr"
"8313","ENSMUSG00000054312","Mrps21"
"8314","ENSMUSG00000054320","Lrrc36"
"8315","ENSMUSG00000054342","Kcnn4"
"8316","ENSMUSG00000054362","Lexm"
"8317","ENSMUSG00000054387","Mdm4"
"8318","ENSMUSG00000054422","Fabp1"
"8319","ENSMUSG00000054435","Gimap4"
"8320","ENSMUSG00000054469","Lclat1"
"8321","ENSMUSG00000054477","Kcnn2"
"8322","ENSMUSG00000054523","Ms4a5"
"8323","ENSMUSG00000054611","Kdm2a"
"8324","ENSMUSG00000054612","Mgmt"
"8325","ENSMUSG00000054619","Mettl7a1"
"8326","ENSMUSG00000054641","Mmrn1"
"8327","ENSMUSG00000054717","Hmgb2"
"8328","ENSMUSG00000054720","Lrrc8c"
"8329","ENSMUSG00000054733","Msra"
"8330","ENSMUSG00000054752","Fsd1l"
"8331","ENSMUSG00000054770","Kctd18"
"8332","ENSMUSG00000054779","Fgf2os"
"8333","ENSMUSG00000054792","Klhl18"
"8334","ENSMUSG00000054920","Klhl5"
"8335","ENSMUSG00000054934","Kcnmb4"
"8336","ENSMUSG00000054942","Miga1"
"8337","ENSMUSG00000054966","Lmntd1"
"8338","ENSMUSG00000054978","Kbtbd13"
"8339","ENSMUSG00000055003","Lrtm2"
"8340","ENSMUSG00000055026","Gabrg3"
"8341","ENSMUSG00000055148","Klf2"
"8342","ENSMUSG00000055170","Ifng"
"8343","ENSMUSG00000055184","Fam72a"
"8344","ENSMUSG00000055197","Fev"
"8345","ENSMUSG00000055210","Foxd2"
"8346","ENSMUSG00000055239","Kcmf1"
"8347","ENSMUSG00000055302","Mrfap1"
"8348","ENSMUSG00000055373","Fut9"
"8349","ENSMUSG00000055401","Fbxo6"
"8350","ENSMUSG00000055407","Map6"
"8351","ENSMUSG00000055413","H2-Q5"
"8352","ENSMUSG00000055416","Fam136b-ps"
"8353","ENSMUSG00000055435","Maf"
"8354","ENSMUSG00000055493","Epm2a"
"8355","ENSMUSG00000055523","Gucy2g"
"8356","ENSMUSG00000055541","Lair1"
"8357","ENSMUSG00000055553","Kxd1"
"8358","ENSMUSG00000055632","Hmcn2"
"8359","ENSMUSG00000055652","Klhl25"
"8360","ENSMUSG00000055653","Gpc3"
"8361","ENSMUSG00000055660","Mettl4"
"8362","ENSMUSG00000055675","Kbtbd11"
"8363","ENSMUSG00000055691","Gja6"
"8364","ENSMUSG00000055707","Klhl26"
"8365","ENSMUSG00000055737","Ghr"
"8366","ENSMUSG00000055748","Gsdmc4"
"8367","ENSMUSG00000055760","Gemin6"
"8368","ENSMUSG00000055805","Fmnl1"
"8369","ENSMUSG00000055817","Mta3"
"8370","ENSMUSG00000055862","Izumo4"
"8371","ENSMUSG00000055884","Fancm"
"8372","ENSMUSG00000055932","Fto"
"8373","ENSMUSG00000055937","Krt28"
"8374","ENSMUSG00000055978","Fut2"
"8375","ENSMUSG00000055980","Irs1"
"8376","ENSMUSG00000056050","Mia3"
"8377","ENSMUSG00000056061","Gata5os"
"8378","ENSMUSG00000056073","Grik2"
"8379","ENSMUSG00000056116","H2-T22"
"8380","ENSMUSG00000056121","Fez2"
"8381","ENSMUSG00000056215","Lrguk"
"8382","ENSMUSG00000056258","Kcnq3"
"8383","ENSMUSG00000056260","Lrif1"
"8384","ENSMUSG00000056271","Lman1l"
"8385","ENSMUSG00000056290","Ms4a4b"
"8386","ENSMUSG00000056366","Fabp3-ps1"
"8387","ENSMUSG00000056394","Lig1"
"8388","ENSMUSG00000056445","Hoxaas2"
"8389","ENSMUSG00000056458","Mok"
"8390","ENSMUSG00000056476","Med12l"
"8391","ENSMUSG00000056487","Mettl7a2"
"8392","ENSMUSG00000056493","Foxk1"
"8393","ENSMUSG00000056569","Mpz"
"8394","ENSMUSG00000056602","Fry"
"8395","ENSMUSG00000056629","Fkbp2"
"8396","ENSMUSG00000056648","Hoxb8"
"8397","ENSMUSG00000056673","Kdm5d"
"8398","ENSMUSG00000056679","Gpr173"
"8399","ENSMUSG00000056692","Ilrun"
"8400","ENSMUSG00000056708","Ier5"
"8401","ENSMUSG00000056755","Grm7"
"8402","ENSMUSG00000056758","Hmga2"
"8403","ENSMUSG00000056870","Gulp1"
"8404","ENSMUSG00000056880","Gadl1"
"8405","ENSMUSG00000056888","Glipr1"
"8406","ENSMUSG00000056895","H2bu2"
"8407","ENSMUSG00000056899","Immp2l"
"8408","ENSMUSG00000056947","Mab21l1"
"8409","ENSMUSG00000056962","Jmjd6"
"8410","ENSMUSG00000056966","Gjc3"
"8411","ENSMUSG00000056972","Magel2"
"8412","ENSMUSG00000056978","Hamp2"
"8413","ENSMUSG00000056987","Fam71d"
"8414","ENSMUSG00000056999","Ide"
"8415","ENSMUSG00000057054","Inca1"
"8416","ENSMUSG00000057068","Fam47e"
"8417","ENSMUSG00000057069","Ero1b"
"8418","ENSMUSG00000057092","Fxyd3"
"8419","ENSMUSG00000057123","Gja5"
"8420","ENSMUSG00000057156","Homez"
"8421","ENSMUSG00000057177","Gsk3a"
"8422","ENSMUSG00000057234","Mettl15"
"8423","ENSMUSG00000057388","Mrpl18"
"8424","ENSMUSG00000057411","Antkmt"
"8425","ENSMUSG00000057421","Las1l"
"8426","ENSMUSG00000057440","Mpp7"
"8427","ENSMUSG00000057454","Lypd3"
"8428","ENSMUSG00000057497","Fam136a"
"8429","ENSMUSG00000057554","Lgals8"
"8430","ENSMUSG00000057604","Lmcd1"
"8431","ENSMUSG00000057609","Lce1a1"
"8432","ENSMUSG00000057614","Gnai1"
"8433","ENSMUSG00000057615","Ldoc1"
"8434","ENSMUSG00000057666","Gapdh"
"8435","ENSMUSG00000057706","Mex3b"
"8436","ENSMUSG00000057722","Lepr"
"8437","ENSMUSG00000057751","Megf6"
"8438","ENSMUSG00000057777","Mab21l2"
"8439","ENSMUSG00000057858","Fam204a"
"8440","ENSMUSG00000057933","Gsta2"
"8441","ENSMUSG00000057963","Itpk1"
"8442","ENSMUSG00000057967","Fgf18"
"8443","ENSMUSG00000058006","Mdn1"
"8444","ENSMUSG00000058057","Mettl7a3"
"8445","ENSMUSG00000058135","Gstm1"
"8446","ENSMUSG00000058183","Mmel1"
"8447","ENSMUSG00000058216","Gstp3"
"8448","ENSMUSG00000058248","Kcnh1"
"8449","ENSMUSG00000058258","Idi1"
"8450","ENSMUSG00000058267","Mrps14"
"8451","ENSMUSG00000058290","Espl1"
"8452","ENSMUSG00000058298","Mcm9"
"8453","ENSMUSG00000058385","H2bc8"
"8454","ENSMUSG00000058396","Gpr182"
"8455","ENSMUSG00000058444","Map2k5"
"8456","ENSMUSG00000058488","Kl"
"8457","ENSMUSG00000058503","Fam133b"
"8458","ENSMUSG00000058571","Gpc6"
"8459","ENSMUSG00000058594","Fbh1"
"8460","ENSMUSG00000058624","Gda"
"8461","ENSMUSG00000058704","Memo1"
"8462","ENSMUSG00000058715","Fcer1g"
"8463","ENSMUSG00000058729","Lin9"
"8464","ENSMUSG00000058740","Kcnt1"
"8465","ENSMUSG00000058743","Kcnj14"
"8466","ENSMUSG00000058773","H1f5"
"8467","ENSMUSG00000058809","Hspd1-ps3"
"8468","ENSMUSG00000058934","Igf1os"
"8469","ENSMUSG00000058966","Tlcd3b"
"8470","ENSMUSG00000058975","Kcnc1"
"8471","ENSMUSG00000058979","Hdhd5"
"8472","ENSMUSG00000059003","Grin2a"
"8473","ENSMUSG00000059005","Hnrnpa3"
"8474","ENSMUSG00000059022","Kcp"
"8475","ENSMUSG00000059042","Klk1b9"
"8476","ENSMUSG00000059049","Frem1"
"8477","ENSMUSG00000059089","Fcgr4"
"8478","ENSMUSG00000059108","Ifitm6"
"8479","ENSMUSG00000059149","Mfsd4a"
"8480","ENSMUSG00000059203","Il1rapl2"
"8481","ENSMUSG00000059208","Hnrnpm"
"8482","ENSMUSG00000059246","Foxb1"
"8483","ENSMUSG00000059325","Hopx"
"8484","ENSMUSG00000059363","Fxn"
"8485","ENSMUSG00000059401","Mamld1"
"8486","ENSMUSG00000059412","Fxyd2"
"8487","ENSMUSG00000059434","Gckr"
"8488","ENSMUSG00000059436","Max"
"8489","ENSMUSG00000059447","Hadhb"
"8490","ENSMUSG00000059474","Mbtd1"
"8491","ENSMUSG00000059486","Kbtbd2"
"8492","ENSMUSG00000059498","Fcgr3"
"8493","ENSMUSG00000059668","Krt4"
"8494","ENSMUSG00000059714","Flot1"
"8495","ENSMUSG00000059742","Kcnh7"
"8496","ENSMUSG00000059743","Fdps"
"8497","ENSMUSG00000059851","Kmt5c"
"8498","ENSMUSG00000059852","Kcng2"
"8499","ENSMUSG00000059854","Hydin"
"8500","ENSMUSG00000059883","Irak4"
"8501","ENSMUSG00000059923","Grb2"
"8502","ENSMUSG00000059970","Hspa2"
"8503","ENSMUSG00000059994","Fcrl1"
"8504","ENSMUSG00000060012","Kif13b"
"8505","ENSMUSG00000060032","H2aj"
"8506","ENSMUSG00000060093","H4c1"
"8507","ENSMUSG00000060121","Gemin2"
"8508","ENSMUSG00000060176","Kif27"
"8509","ENSMUSG00000060261","Gtf2i"
"8510","ENSMUSG00000060373","Hnrnpc"
"8511","ENSMUSG00000060459","Kng2"
"8512","ENSMUSG00000060477","Irak2"
"8513","ENSMUSG00000060550","H2-Q7"
"8514","ENSMUSG00000060568","Fam78b"
"8515","ENSMUSG00000060572","Mfap2"
"8516","ENSMUSG00000060579","Fhit"
"8517","ENSMUSG00000060586","H2-Eb1"
"8518","ENSMUSG00000060591","Ifitm2"
"8519","ENSMUSG00000060594","Layn"
"8520","ENSMUSG00000060639","H4c9"
"8521","ENSMUSG00000060657","Marf1"
"8522","ENSMUSG00000060678","H4c3"
"8523","ENSMUSG00000060679","Mrps9"
"8524","ENSMUSG00000060733","Ipmk"
"8525","ENSMUSG00000060743","H3f3a"
"8526","ENSMUSG00000060780","Lrrtm1"
"8527","ENSMUSG00000060798","Intu"
"8528","ENSMUSG00000060803","Gstp1"
"8529","ENSMUSG00000060882","Kcnd2"
"8530","ENSMUSG00000060969","Irx1"
"8531","ENSMUSG00000060981","H4c8"
"8532","ENSMUSG00000060988","Galnt13"
"8533","ENSMUSG00000061013","Mkx"
"8534","ENSMUSG00000061046","Haghl"
"8535","ENSMUSG00000061068","Mcpt4"
"8536","ENSMUSG00000061080","Lsamp"
"8537","ENSMUSG00000061099","Gapdhs"
"8538","ENSMUSG00000061111","Mcrip1"
"8539","ENSMUSG00000061143","Maml3"
"8540","ENSMUSG00000061175","Fnip2"
"8541","ENSMUSG00000061232","H2-K1"
"8542","ENSMUSG00000061244","Exoc5"
"8543","ENSMUSG00000061273","Mmgt1"
"8544","ENSMUSG00000061286","Exosc5"
"8545","ENSMUSG00000061374","Fiz1"
"8546","ENSMUSG00000061397","Krt79"
"8547","ENSMUSG00000061436","Hipk2"
"8548","ENSMUSG00000061474","Mrps36"
"8549","ENSMUSG00000061482","H4c4"
"8550","ENSMUSG00000061578","Ksr2"
"8551","ENSMUSG00000061607","Mdc1"
"8552","ENSMUSG00000061615","H2ac4"
"8553","ENSMUSG00000061650","Med9"
"8554","ENSMUSG00000061666","Gdpd1"
"8555","ENSMUSG00000061701","Fbxw20"
"8556","ENSMUSG00000061731","Ext1"
"8557","ENSMUSG00000061751","Kalrn"
"8558","ENSMUSG00000061769","Klra6"
"8559","ENSMUSG00000061778","Mospd2"
"8560","ENSMUSG00000061981","Flot2"
"8561","ENSMUSG00000061991","H2ac10"
"8562","ENSMUSG00000062007","Hsh2d"
"8563","ENSMUSG00000062028","Irgc1"
"8564","ENSMUSG00000062044","Lmtk3"
"8565","ENSMUSG00000062054","Iah1"
"8566","ENSMUSG00000062075","Lmnb2"
"8567","ENSMUSG00000062157","Ifnlr1"
"8568","ENSMUSG00000062170","Fmr1nb"
"8569","ENSMUSG00000062184","Hs6st2"
"8570","ENSMUSG00000062190","Lancl2"
"8571","ENSMUSG00000062203","Gspt1"
"8572","ENSMUSG00000062209","Erbb4"
"8573","ENSMUSG00000062234","Gak"
"8574","ENSMUSG00000062252","Lhfpl5"
"8575","ENSMUSG00000062270","Morf4l1"
"8576","ENSMUSG00000062310","Glrp1"
"8577","ENSMUSG00000062312","Erbb2"
"8578","ENSMUSG00000062352","Itgb1bp1"
"8579","ENSMUSG00000062382","Ftl1-ps1"
"8580","ENSMUSG00000062410","Hsd3b3"
"8581","ENSMUSG00000062470","Fbxl12os"
"8582","ENSMUSG00000062488","Ifit3b"
"8583","ENSMUSG00000062515","Fabp4"
"8584","ENSMUSG00000062526","Mppe1"
"8585","ENSMUSG00000062609","Kcnj15"
"8586","ENSMUSG00000062646","Ganc"
"8587","ENSMUSG00000062727","H2bc12"
"8588","ENSMUSG00000062785","Kcnc3"
"8589","ENSMUSG00000062797","Hikeshi"
"8590","ENSMUSG00000062867","Impdh2"
"8591","ENSMUSG00000062901","Klhl24"
"8592","ENSMUSG00000062906","Hdac10"
"8593","ENSMUSG00000062960","Kdr"
"8594","ENSMUSG00000062981","Mrpl42"
"8595","ENSMUSG00000062995","Ica1"
"8596","ENSMUSG00000063011","Msln"
"8597","ENSMUSG00000063019","Manbal"
"8598","ENSMUSG00000063021","H2ac15"
"8599","ENSMUSG00000063049","Ing2"
"8600","ENSMUSG00000063052","Lrrc40"
"8601","ENSMUSG00000063065","Mapk3"
"8602","ENSMUSG00000063077","Kif1b"
"8603","ENSMUSG00000063142","Kcnma1"
"8604","ENSMUSG00000063172","Hspb11"
"8605","ENSMUSG00000063177","Klk1b27"
"8606","ENSMUSG00000063229","Ldha"
"8607","ENSMUSG00000063234","Gpr84"
"8608","ENSMUSG00000063239","Grm4"
"8609","ENSMUSG00000063275","Hacd1"
"8610","ENSMUSG00000063334","Krr1"
"8611","ENSMUSG00000063358","Mapk1"
"8612","ENSMUSG00000063409","Lrrc43"
"8613","ENSMUSG00000063458","Lrmda"
"8614","ENSMUSG00000063522","Ly6m"
"8615","ENSMUSG00000063568","Jazf1"
"8616","ENSMUSG00000063576","Klhdc3"
"8617","ENSMUSG00000063594","Gng8"
"8618","ENSMUSG00000063646","Jakmip1"
"8619","ENSMUSG00000063683","Glyat"
"8620","ENSMUSG00000063689","H2ac21"
"8621","ENSMUSG00000063704","Mapk15"
"8622","ENSMUSG00000063730","Hsd3b2"
"8623","ENSMUSG00000063802","Hspbp1"
"8624","ENSMUSG00000063804","Lin28b"
"8625","ENSMUSG00000063808","Gpatch1"
"8626","ENSMUSG00000063856","Gpx1"
"8627","ENSMUSG00000063903","Klk1"
"8628","ENSMUSG00000063971","Krt88"
"8629","ENSMUSG00000064023","Klk8"
"8630","ENSMUSG00000064036","Mro"
"8631","ENSMUSG00000064037","Gpn1"
"8632","ENSMUSG00000064065","Ipcef1"
"8633","ENSMUSG00000064080","Fbln2"
"8634","ENSMUSG00000064109","Hcst"
"8635","ENSMUSG00000064120","Mocs1"
"8636","ENSMUSG00000064127","Med14"
"8637","ENSMUSG00000064138","Fam172a"
"8638","ENSMUSG00000064158","Izumo1"
"8639","ENSMUSG00000064165","Krt39"
"8640","ENSMUSG00000064177","Ghrl"
"8641","ENSMUSG00000064201","Krt2"
"8642","ENSMUSG00000064215","Ifi27"
"8643","ENSMUSG00000064254","Ethe1"
"8644","ENSMUSG00000064262","Gimap8"
"8645","ENSMUSG00000064267","Hvcn1"
"8646","ENSMUSG00000064272","Gpbar1"
"8647","ENSMUSG00000064288","H4c12"
"8648","ENSMUSG00000064307","Lrrc51"
"8649","ENSMUSG00000064325","Hhip"
"8650","ENSMUSG00000064336","mt-Tf"
"8651","ENSMUSG00000064337","mt-Rnr1"
"8652","ENSMUSG00000064338","mt-Tv"
"8653","ENSMUSG00000064339","mt-Rnr2"
"8654","ENSMUSG00000064340","mt-Tl1"
"8655","ENSMUSG00000064341","mt-Nd1"
"8656","ENSMUSG00000064342","mt-Ti"
"8657","ENSMUSG00000064343","mt-Tq"
"8658","ENSMUSG00000064344","mt-Tm"
"8659","ENSMUSG00000064345","mt-Nd2"
"8660","ENSMUSG00000064346","mt-Tw"
"8661","ENSMUSG00000064347","mt-Ta"
"8662","ENSMUSG00000064348","mt-Tn"
"8663","ENSMUSG00000064349","mt-Tc"
"8664","ENSMUSG00000064350","mt-Ty"
"8665","ENSMUSG00000064351","mt-Co1"
"8666","ENSMUSG00000064352","mt-Ts1"
"8667","ENSMUSG00000064353","mt-Td"
"8668","ENSMUSG00000064354","mt-Co2"
"8669","ENSMUSG00000064355","mt-Tk"
"8670","ENSMUSG00000064356","mt-Atp8"
"8671","ENSMUSG00000064357","mt-Atp6"
"8672","ENSMUSG00000064358","mt-Co3"
"8673","ENSMUSG00000064359","mt-Tg"
"8674","ENSMUSG00000064360","mt-Nd3"
"8675","ENSMUSG00000064361","mt-Tr"
"8676","ENSMUSG00000064363","mt-Nd4"
"8677","ENSMUSG00000064364","mt-Th"
"8678","ENSMUSG00000064365","mt-Ts2"
"8679","ENSMUSG00000064366","mt-Tl2"
"8680","ENSMUSG00000064367","mt-Nd5"
"8681","ENSMUSG00000064368","mt-Nd6"
"8682","ENSMUSG00000064369","mt-Te"
"8683","ENSMUSG00000064370","mt-Cytb"
"8684","ENSMUSG00000064371","mt-Tt"
"8685","ENSMUSG00000064372","mt-Tp"
"8686","ENSMUSG00000065396","Mir99b"
"8687","ENSMUSG00000065399","Mir133a-1"
"8688","ENSMUSG00000065405","Mir30a"
"8689","ENSMUSG00000065413","Mir367"
"8690","ENSMUSG00000065415","Mir217"
"8691","ENSMUSG00000065417","Mir340"
"8692","ENSMUSG00000065420","Mir142b"
"8693","ENSMUSG00000065422","Mir221"
"8694","ENSMUSG00000065423","Mir181a-2"
"8695","ENSMUSG00000065431","Mir186"
"8696","ENSMUSG00000065434","Mir7-1"
"8697","ENSMUSG00000065444","Mir27a"
"8698","ENSMUSG00000065445","Mir143"
"8699","ENSMUSG00000065452","Mir207"
"8700","ENSMUSG00000065460","Mir133a-2"
"8701","ENSMUSG00000065494","Mir28a"
"8702","ENSMUSG00000065501","Mir335"
"8703","ENSMUSG00000065503","Mir351"
"8704","ENSMUSG00000065528","Mir320"
"8705","ENSMUSG00000065536","Mir98"
"8706","ENSMUSG00000065541","Mir24-2"
"8707","ENSMUSG00000065544","Mir32"
"8708","ENSMUSG00000065555","Mir219a-1"
"8709","ENSMUSG00000065563","Mir103-2"
"8710","ENSMUSG00000065573","Mir350"
"8711","ENSMUSG00000065590","Mir212"
"8712","ENSMUSG00000065601","Mir146"
"8713","ENSMUSG00000065610","Mir29a"
"8714","ENSMUSG00000065611","Mir23a"
"8715","ENSMUSG00000065947","mt-Nd4l"
"8716","ENSMUSG00000065968","Ifitm7"
"8717","ENSMUSG00000066037","Hnrnpr"
"8718","ENSMUSG00000066042","Med18"
"8719","ENSMUSG00000066129","Kndc1"
"8720","ENSMUSG00000066151","Fkbp15"
"8721","ENSMUSG00000066197","Gpr139"
"8722","ENSMUSG00000066232","Ipo7"
"8723","ENSMUSG00000066324","Bpnt2"
"8724","ENSMUSG00000066382","Iqcf5"
"8725","ENSMUSG00000066415","Msl2"
"8726","ENSMUSG00000066456","Hmgn3"
"8727","ENSMUSG00000066512","Klk1b5"
"8728","ENSMUSG00000066513","Klk1b4"
"8729","ENSMUSG00000066515","Klk1b3"
"8730","ENSMUSG00000066551","Hmgb1"
"8731","ENSMUSG00000066568","Lsm14a"
"8732","ENSMUSG00000066595","Flvcr1"
"8733","ENSMUSG00000066607","Insyn1"
"8734","ENSMUSG00000066640","Fbxl18"
"8735","ENSMUSG00000066652","Lefty2"
"8736","ENSMUSG00000066677","Ifi208"
"8737","ENSMUSG00000066705","Fxyd6"
"8738","ENSMUSG00000066842","Hmcn1"
"8739","ENSMUSG00000066892","Fbxl12"
"8740","ENSMUSG00000067071","Hes6"
"8741","ENSMUSG00000067149","Jchain"
"8742","ENSMUSG00000067199","Frat1"
"8743","ENSMUSG00000067203","H2-K2"
"8744","ENSMUSG00000067206","Lrrc66"
"8745","ENSMUSG00000067212","H2-T23"
"8746","ENSMUSG00000067235","H2-Q10"
"8747","ENSMUSG00000067242","Lgi1"
"8748","ENSMUSG00000067297","Ifit1bl2"
"8749","ENSMUSG00000067341","H2-Eb2"
"8750","ENSMUSG00000067367","Lyar"
"8751","ENSMUSG00000067455","H4c11"
"8752","ENSMUSG00000067567","Hdac8"
"8753","ENSMUSG00000067571","Ms4a15"
"8754","ENSMUSG00000067591","Klra3"
"8755","ENSMUSG00000067594","Krt77"
"8756","ENSMUSG00000067599","Klra7"
"8757","ENSMUSG00000067610","Klri1"
"8758","ENSMUSG00000067613","Krt83"
"8759","ENSMUSG00000067614","Krt86"
"8760","ENSMUSG00000067616","Klk11"
"8761","ENSMUSG00000067649","Mageb18"
"8762","ENSMUSG00000067714","Lpar5"
"8763","ENSMUSG00000067724","Gbx1"
"8764","ENSMUSG00000067750","Khdc1a"
"8765","ENSMUSG00000067873","Htatsf1"
"8766","ENSMUSG00000067878","Map7d3"
"8767","ENSMUSG00000067995","Gtf2f2"
"8768","ENSMUSG00000068011","Mkrn2os"
"8769","ENSMUSG00000068015","Lrch1"
"8770","ENSMUSG00000068037","Mas1"
"8771","ENSMUSG00000068154","Insm1"
"8772","ENSMUSG00000068205","Macrod2"
"8773","ENSMUSG00000068220","Lgals1"
"8774","ENSMUSG00000068227","Il2rb"
"8775","ENSMUSG00000068329","Htra2"
"8776","ENSMUSG00000068479","Mfap1a"
"8777","ENSMUSG00000068523","Gng5"
"8778","ENSMUSG00000068587","Mgam"
"8779","ENSMUSG00000068696","Gpr88"
"8780","ENSMUSG00000068699","Flnc"
"8781","ENSMUSG00000068758","Il3ra"
"8782","ENSMUSG00000068762","Gstm6"
"8783","ENSMUSG00000068854","H2bc21"
"8784","ENSMUSG00000068855","H2ac20"
"8785","ENSMUSG00000068922","Msto1"
"8786","ENSMUSG00000069135","Cep43"
"8787","ENSMUSG00000069227","Gprin1"
"8788","ENSMUSG00000069237","Fam8a1"
"8789","ENSMUSG00000069265","H3c1"
"8790","ENSMUSG00000069266","H4c2"
"8791","ENSMUSG00000069267","H3c2"
"8792","ENSMUSG00000069268","H2bc7"
"8793","ENSMUSG00000069270","H2ac6"
"8794","ENSMUSG00000069272","H2ac8"
"8795","ENSMUSG00000069273","H3c6"
"8796","ENSMUSG00000069274","H4c6"
"8797","ENSMUSG00000069300","H2bc11"
"8798","ENSMUSG00000069301","H2ac11"
"8799","ENSMUSG00000069302","H2ac12"
"8800","ENSMUSG00000069303","H2bc24"
"8801","ENSMUSG00000069305","H4c18"
"8802","ENSMUSG00000069306","H4c17"
"8803","ENSMUSG00000069308","H2bc22"
"8804","ENSMUSG00000069309","H2ac22"
"8805","ENSMUSG00000069310","H3c3"
"8806","ENSMUSG00000069495","Epc2"
"8807","ENSMUSG00000069515","Lyz1"
"8808","ENSMUSG00000069516","Lyz2"
"8809","ENSMUSG00000069662","Marcks"
"8810","ENSMUSG00000069721","Krtap3-2"
"8811","ENSMUSG00000069769","Msi2"
"8812","ENSMUSG00000069805","Fbp1"
"8813","ENSMUSG00000069808","Tlcd3a"
"8814","ENSMUSG00000069874","Irgm2"
"8815","ENSMUSG00000069911","Insyn2b"
"8816","ENSMUSG00000069917","Hba-a2"
"8817","ENSMUSG00000069919","Hba-a1"
"8818","ENSMUSG00000070000","Fcho1"
"8819","ENSMUSG00000070044","Fam149a"
"8820","ENSMUSG00000070047","Fat1"
"8821","ENSMUSG00000070056","Mfhas1"
"8822","ENSMUSG00000070074","Mir484"
"8823","ENSMUSG00000070077","Mir491"
"8824","ENSMUSG00000070081","Mir505"
"8825","ENSMUSG00000070305","Mpzl3"
"8826","ENSMUSG00000070323","Mmp27"
"8827","ENSMUSG00000070335","Krtap9-1"
"8828","ENSMUSG00000070336","Fbxo47"
"8829","ENSMUSG00000070337","Gpr179"
"8830","ENSMUSG00000070345","Hsf5"
"8831","ENSMUSG00000070354","Evi2"
"8832","ENSMUSG00000070369","Itgad"
"8833","ENSMUSG00000070407","Hs3st3b1"
