"ensembl_gene_id","external_gene_name"
"3530","ENSMUSG00000049588","Ccdc69"
"3531","ENSMUSG00000049630","C1ql3"
"3532","ENSMUSG00000049658","Bdp1"
"3533","ENSMUSG00000049659","Aftph"
"3534","ENSMUSG00000049676","Catsperg1"
"3535","ENSMUSG00000049685","Cyp2g1"
"3536","ENSMUSG00000049694","BC048671"
"3537","ENSMUSG00000049744","Arhgap15"
"3538","ENSMUSG00000049792","Bag5"
"3539","ENSMUSG00000049804","Armcx4"
"3540","ENSMUSG00000049807","Arhgap23"
"3541","ENSMUSG00000049848","Ceacam19"
"3542","ENSMUSG00000049866","Arl4c"
"3543","ENSMUSG00000049872","Calhm5"
"3544","ENSMUSG00000049957","Ccdc137"
"3545","ENSMUSG00000049985","Ankrd55"
"3546","ENSMUSG00000050014","Apol10b"
"3547","ENSMUSG00000050022","Amz1"
"3548","ENSMUSG00000050050","Ccdc158"
"3549","ENSMUSG00000050071","Bex1"
"3550","ENSMUSG00000050087","Cby3"
"3551","ENSMUSG00000050097","Ces2b"
"3552","ENSMUSG00000050103","Agmo"
"3553","ENSMUSG00000050108","Bpifc"
"3554","ENSMUSG00000050192","Eif5a2"
"3555","ENSMUSG00000050232","Cxcr3"
"3556","ENSMUSG00000050272","Dscam"
"3557","ENSMUSG00000050296","Abca12"
"3558","ENSMUSG00000050332","Amer1"
"3559","ENSMUSG00000050357","Carmil2"
"3560","ENSMUSG00000050370","Ch25h"
"3561","ENSMUSG00000050390","C77080"
"3562","ENSMUSG00000050394","Armcx6"
"3563","ENSMUSG00000050439","Enthd1"
"3564","ENSMUSG00000050445","Cyp8b1"
"3565","ENSMUSG00000050468","Astl"
"3566","ENSMUSG00000050520","Cldn8"
"3567","ENSMUSG00000050541","Adra1b"
"3568","ENSMUSG00000050623","Catsperz"
"3569","ENSMUSG00000050677","Ccdc96"
"3570","ENSMUSG00000050700","Emilin3"
"3571","ENSMUSG00000050730","Arhgap42"
"3572","ENSMUSG00000050786","Ccdc126"
"3573","ENSMUSG00000050796","B3galt6"
"3574","ENSMUSG00000050812","Ecpas"
"3575","ENSMUSG00000050840","Cdh20"
"3576","ENSMUSG00000050856","Atp5k"
"3577","ENSMUSG00000050866","Clrn3"
"3578","ENSMUSG00000050910","Cdr2l"
"3579","ENSMUSG00000050914","Ankrd37"
"3580","ENSMUSG00000050926","Dcaf12l2"
"3581","ENSMUSG00000050944","Efcab5"
"3582","ENSMUSG00000050947","Amigo1"
"3583","ENSMUSG00000050967","Creg2"
"3584","ENSMUSG00000050982","Apol10a"
"3585","ENSMUSG00000050994","Adgb"
"3586","ENSMUSG00000050996","Cetn1"
"3587","ENSMUSG00000051146","Camk2n2"
"3588","ENSMUSG00000051149","Adnp"
"3589","ENSMUSG00000051154","Commd3"
"3590","ENSMUSG00000051159","Cited1"
"3591","ENSMUSG00000051166","Eml5"
"3592","ENSMUSG00000051223","Bzw1"
"3593","ENSMUSG00000051331","Cacna1c"
"3594","ENSMUSG00000051355","Commd1"
"3595","ENSMUSG00000051427","Ccdc157"
"3596","ENSMUSG00000051439","Cd14"
"3597","ENSMUSG00000051444","Bbs12"
"3598","ENSMUSG00000051451","Crebzf"
"3599","ENSMUSG00000051483","Cbr1"
"3600","ENSMUSG00000051517","Arhgef39"
"3601","ENSMUSG00000051650","B3gnt2"
"3602","ENSMUSG00000051669","AU021092"
"3603","ENSMUSG00000051671","Coa6"
"3604","ENSMUSG00000051674","Dcun1d4"
"3605","ENSMUSG00000051716","Apon"
"3606","ENSMUSG00000051804","Adam6b"
"3607","ENSMUSG00000051811","Cox6b2"
"3608","ENSMUSG00000051853","Arf3"
"3609","ENSMUSG00000051900","Abca16"
"3610","ENSMUSG00000051906","Cd209f"
"3611","ENSMUSG00000051950","B3glct"
"3612","ENSMUSG00000052013","Btla"
"3613","ENSMUSG00000052085","Dock8"
"3614","ENSMUSG00000052131","Akr1b7"
"3615","ENSMUSG00000052139","Babam2"
"3616","ENSMUSG00000052155","Acvr2a"
"3617","ENSMUSG00000052212","Cd177"
"3618","ENSMUSG00000052271","Bhlha15"
"3619","ENSMUSG00000052273","Dnah3"
"3620","ENSMUSG00000052298","Cdc42se2"
"3621","ENSMUSG00000052331","Ankrd44"
"3622","ENSMUSG00000052336","Cx3cr1"
"3623","ENSMUSG00000052353","Cemip"
"3624","ENSMUSG00000052374","Actn2"
"3625","ENSMUSG00000052392","Acot4"
"3626","ENSMUSG00000052407","Ccdc171"
"3627","ENSMUSG00000052423","B4galt3"
"3628","ENSMUSG00000052430","Bmpr1b"
"3629","ENSMUSG00000052435","Cebpe"
"3630","ENSMUSG00000052456","Get3"
"3631","ENSMUSG00000052459","Atp6v1a"
"3632","ENSMUSG00000052488","Cherp"
"3633","ENSMUSG00000052520","Cyp2j5"
"3634","ENSMUSG00000052549","Arl13a"
"3635","ENSMUSG00000052551","Adarb2"
"3636","ENSMUSG00000052560","Cpne8"
"3637","ENSMUSG00000052572","Dlg2"
"3638","ENSMUSG00000052593","Adam17"
"3639","ENSMUSG00000052595","A1cf"
"3640","ENSMUSG00000052632","Asap2"
"3641","ENSMUSG00000052712","BC004004"
"3642","ENSMUSG00000052812","Atad2b"
"3643","ENSMUSG00000052819","Best2"
"3644","ENSMUSG00000052821","Cysltr1"
"3645","ENSMUSG00000052861","Dnah6"
"3646","ENSMUSG00000052914","Cyp2j6"
"3647","ENSMUSG00000052921","Arhgef15"
"3648","ENSMUSG00000052928","Ctif"
"3649","ENSMUSG00000052955","Cpvl"
"3650","ENSMUSG00000052974","Cyp2f2"
"3651","ENSMUSG00000053007","Creb5"
"3652","ENSMUSG00000053024","Cntn2"
"3653","ENSMUSG00000053040","Aph1c"
"3654","ENSMUSG00000053044","Cd8b1"
"3655","ENSMUSG00000053046","Brsk2"
"3656","ENSMUSG00000053054","Adh6a"
"3657","ENSMUSG00000053063","Clec12a"
"3658","ENSMUSG00000053070","Cfap300"
"3659","ENSMUSG00000053119","Chmp3"
"3660","ENSMUSG00000053161","Daw1"
"3661","ENSMUSG00000053166","Cdh22"
"3662","ENSMUSG00000053175","Bcl3"
"3663","ENSMUSG00000053199","Arhgap20"
"3664","ENSMUSG00000053226","Dand5"
"3665","ENSMUSG00000053228","Ceacam3"
"3666","ENSMUSG00000053279","Aldh1a1"
"3667","ENSMUSG00000053289","Ddx10"
"3668","ENSMUSG00000053297","AI854703"
"3669","ENSMUSG00000053333","Dis3l2"
"3670","ENSMUSG00000053395","Cacng8"
"3671","ENSMUSG00000053399","Adamts18"
"3672","ENSMUSG00000053411","Cbx7"
"3673","ENSMUSG00000053441","Adamts19"
"3674","ENSMUSG00000053536","Cstf2t"
"3675","ENSMUSG00000053552","Ebf4"
"3676","ENSMUSG00000053565","Eif3k"
"3677","ENSMUSG00000053641","Dennd4a"
"3678","ENSMUSG00000053644","Aldh7a1"
"3679","ENSMUSG00000053678","Defb40"
"3680","ENSMUSG00000053684","BC048403"
"3681","ENSMUSG00000053687","Dpep2"
"3682","ENSMUSG00000053695","Defb37"
"3683","ENSMUSG00000053716","Dusp7"
"3684","ENSMUSG00000053754","Chd8"
"3685","ENSMUSG00000053768","Chchd3"
"3686","ENSMUSG00000053790","Defb38"
"3687","ENSMUSG00000053819","Camk2d"
"3688","ENSMUSG00000053820","Bcl2a1c"
"3689","ENSMUSG00000053852","Adgrg4"
"3690","ENSMUSG00000053898","Ech1"
"3691","ENSMUSG00000053929","Cyhr1"
"3692","ENSMUSG00000053931","Cnn3"
"3693","ENSMUSG00000053950","Adnp2"
"3694","ENSMUSG00000053977","Cd8a"
"3695","ENSMUSG00000054083","Capn12"
"3696","ENSMUSG00000054136","Adm2"
"3697","ENSMUSG00000054169","Ceacam10"
"3698","ENSMUSG00000054196","Cthrc1"
"3699","ENSMUSG00000054204","Alkal2"
"3700","ENSMUSG00000054277","Arfgap3"
"3701","ENSMUSG00000054302","Eapp"
"3702","ENSMUSG00000054309","Cpsf3"
"3703","ENSMUSG00000054360","Bsx"
"3704","ENSMUSG00000054385","Ceacam2"
"3705","ENSMUSG00000054400","Cklf"
"3706","ENSMUSG00000054405","Dnajc8"
"3707","ENSMUSG00000054417","Cyp3a44"
"3708","ENSMUSG00000054423","Cadps"
"3709","ENSMUSG00000054428","Atpif1"
"3710","ENSMUSG00000054446","Cpa1"
"3711","ENSMUSG00000054499","Dedd2"
"3712","ENSMUSG00000054514","Atad3aos"
"3713","ENSMUSG00000054555","Adam12"
"3714","ENSMUSG00000054604","Cggbp1"
"3715","ENSMUSG00000054662","Ano9"
"3716","ENSMUSG00000054690","Emcn"
"3717","ENSMUSG00000054693","Adam10"
"3718","ENSMUSG00000054702","Ap1s3"
"3719","ENSMUSG00000054708","Ankrd24"
"3720","ENSMUSG00000054746","Abca15"
"3721","ENSMUSG00000054753","AU018091"
"3722","ENSMUSG00000054757","Akr1c20"
"3723","ENSMUSG00000054763","Defb42"
"3724","ENSMUSG00000054793","Cadm4"
"3725","ENSMUSG00000054808","Actn4"
"3726","ENSMUSG00000054827","Cyp2c50"
"3727","ENSMUSG00000054836","Elp6"
"3728","ENSMUSG00000054843","Atrnl1"
"3729","ENSMUSG00000054889","Dsp"
"3730","ENSMUSG00000054894","Dmac2l"
"3731","ENSMUSG00000054901","Arhgef33"
"3732","ENSMUSG00000054932","Afp"
"3733","ENSMUSG00000054988","Agtr1b"
"3734","ENSMUSG00000055013","Agap1"
"3735","ENSMUSG00000055022","Cntn1"
"3736","ENSMUSG00000055024","Ep300"
"3737","ENSMUSG00000055041","Commd5"
"3738","ENSMUSG00000055065","Ddx17"
"3739","ENSMUSG00000055114","Anxa13"
"3740","ENSMUSG00000055116","Arntl"
"3741","ENSMUSG00000055128","Cgrrf1"
"3742","ENSMUSG00000055172","C1ra"
"3743","ENSMUSG00000055194","Actbl2"
"3744","ENSMUSG00000055204","Ankrd17"
"3745","ENSMUSG00000055298","Ctsj"
"3746","ENSMUSG00000055301","Adh7"
"3747","ENSMUSG00000055415","Atp10b"
"3748","ENSMUSG00000055447","Cd47"
"3749","ENSMUSG00000055489","Ano5"
"3750","ENSMUSG00000055531","Cpsf6"
"3751","ENSMUSG00000055547","Apobec4"
"3752","ENSMUSG00000055612","Cdca7"
"3753","ENSMUSG00000055629","B4galnt4"
"3754","ENSMUSG00000055639","Dach1"
"3755","ENSMUSG00000055681","Cope"
"3756","ENSMUSG00000055730","Ces2a"
"3757","ENSMUSG00000055762","Eef1d"
"3758","ENSMUSG00000055782","Abcd2"
"3759","ENSMUSG00000055809","Dnaaf3"
"3760","ENSMUSG00000055839","Elob"
"3761","ENSMUSG00000055882","Abhd16b"
"3762","ENSMUSG00000055923","Aasdh"
"3763","ENSMUSG00000055943","Emc7"
"3764","ENSMUSG00000055976","Cldn23"
"3765","ENSMUSG00000056018","Ccdc7b"
"3766","ENSMUSG00000056025","Clca3a1"
"3767","ENSMUSG00000056032","BC018473"
"3768","ENSMUSG00000056035","Cyp3a11"
"3769","ENSMUSG00000056076","Eif3b"
"3770","ENSMUSG00000056124","B4galt6"
"3771","ENSMUSG00000056145","AI504432"
"3772","ENSMUSG00000056158","Car10"
"3773","ENSMUSG00000056162","Cndp1"
"3774","ENSMUSG00000056167","Cnot10"
"3775","ENSMUSG00000056174","Col8a2"
"3776","ENSMUSG00000056201","Cfl1"
"3777","ENSMUSG00000056216","Cebpg"
"3778","ENSMUSG00000056228","Cars2"
"3779","ENSMUSG00000056267","Cep70"
"3780","ENSMUSG00000056268","Dennd1b"
"3781","ENSMUSG00000056367","Actr3b"
"3782","ENSMUSG00000056383","AI987944"
"3783","ENSMUSG00000056413","Adap1"
"3784","ENSMUSG00000056418","BC043934"
"3785","ENSMUSG00000056436","Cyct"
"3786","ENSMUSG00000056481","Cd248"
"3787","ENSMUSG00000056486","Chn1"
"3788","ENSMUSG00000056492","Adgrf5"
"3789","ENSMUSG00000056494","Cngb3"
"3790","ENSMUSG00000056501","Cebpb"
"3791","ENSMUSG00000056531","Ccdc18"
"3792","ENSMUSG00000056598","Drc3"
"3793","ENSMUSG00000056608","Chd9"
"3794","ENSMUSG00000056632","Dsg3"
"3795","ENSMUSG00000056643","Chst13"
"3796","ENSMUSG00000056656","Apol8"
"3797","ENSMUSG00000056698","Elmod3"
"3798","ENSMUSG00000056737","Capg"
"3799","ENSMUSG00000056752","Dnah9"
"3800","ENSMUSG00000056763","Cspp1"
"3801","ENSMUSG00000056919","Cep162"
"3802","ENSMUSG00000056938","Acbd4"
"3803","ENSMUSG00000056941","Commd7"
"3804","ENSMUSG00000056973","Ces1d"
"3805","ENSMUSG00000057037","Cfhr1"
"3806","ENSMUSG00000057074","Ces1g"
"3807","ENSMUSG00000057098","Ebf1"
"3808","ENSMUSG00000057110","Cntrl"
"3809","ENSMUSG00000057116","AF366264"
"3810","ENSMUSG00000057133","Chd6"
"3811","ENSMUSG00000057134","Ado"
"3812","ENSMUSG00000057147","Dph6"
"3813","ENSMUSG00000057176","Ccdc189"
"3814","ENSMUSG00000057191","AB124611"
"3815","ENSMUSG00000057219","Armc7"
"3816","ENSMUSG00000057228","Aadat"
"3817","ENSMUSG00000057229","Dmac2"
"3818","ENSMUSG00000057230","Aak1"
"3819","ENSMUSG00000057246","BC051142"
"3820","ENSMUSG00000057265","Bbof1"
"3821","ENSMUSG00000057315","Arhgap24"
"3822","ENSMUSG00000057329","Bcl2"
"3823","ENSMUSG00000057335","Cep170"
"3824","ENSMUSG00000057337","Chst3"
"3825","ENSMUSG00000057346","Apol9a"
"3826","ENSMUSG00000057367","Birc2"
"3827","ENSMUSG00000057400","Ces1c"
"3828","ENSMUSG00000057402","Cldn34b2"
"3829","ENSMUSG00000057446","Cts8"
"3830","ENSMUSG00000057469","E2f6"
"3831","ENSMUSG00000057506","Bloc1s2"
"3832","ENSMUSG00000057530","Ece1"
"3833","ENSMUSG00000057531","Dtnbp1"
"3834","ENSMUSG00000057561","Eif1a"
"3835","ENSMUSG00000057594","Arl16"
"3836","ENSMUSG00000057606","Colq"
"3837","ENSMUSG00000057649","Brd9"
"3838","ENSMUSG00000057667","Bloc1s3"
"3839","ENSMUSG00000057766","Ankrd29"
"3840","ENSMUSG00000057778","Cyb5d2"
"3841","ENSMUSG00000057788","Ddx49"
"3842","ENSMUSG00000057789","Bak1"
"3843","ENSMUSG00000057816","Cfap299"
"3844","ENSMUSG00000057880","Abat"
"3845","ENSMUSG00000057897","Camk2b"
"3846","ENSMUSG00000057899","Adgrf2"
"3847","ENSMUSG00000057914","Cacnb2"
"3848","ENSMUSG00000058019","Ces5a"
"3849","ENSMUSG00000058022","Adtrp"
"3850","ENSMUSG00000058052","Defb35"
"3851","ENSMUSG00000058070","Eml1"
"3852","ENSMUSG00000058145","Adamts17"
"3853","ENSMUSG00000058152","Chsy3"
"3854","ENSMUSG00000058230","Arhgap35"
"3855","ENSMUSG00000058240","Cryzl1"
"3856","ENSMUSG00000058325","Dock1"
"3857","ENSMUSG00000058355","Abce1"
"3858","ENSMUSG00000058427","Cxcl2"
"3859","ENSMUSG00000058435","Btnl4"
"3860","ENSMUSG00000058454","Dhcr7"
"3861","ENSMUSG00000058579","Cela2a"
"3862","ENSMUSG00000058589","Anks1b"
"3863","ENSMUSG00000058613","Cyp2d41-ps"
"3864","ENSMUSG00000058620","Adra2b"
"3865","ENSMUSG00000058626","Capn11"
"3866","ENSMUSG00000058655","Eif4b"
"3867","ENSMUSG00000058665","En1"
"3868","ENSMUSG00000058690","Ccser2"
"3869","ENSMUSG00000058709","Egln2"
"3870","ENSMUSG00000058728","Cd300c"
"3871","ENSMUSG00000058793","Cds2"
"3872","ENSMUSG00000058806","Col13a1"
"3873","ENSMUSG00000058835","Abi1"
"3874","ENSMUSG00000058886","Deaf1"
"3875","ENSMUSG00000058897","Col25a1"
"3876","ENSMUSG00000058914","C1qtnf3"
"3877","ENSMUSG00000058925","Ccdc192"
"3878","ENSMUSG00000058952","Cfi"
"3879","ENSMUSG00000059040","Eno1b"
"3880","ENSMUSG00000059213","Ddn"
"3881","ENSMUSG00000059288","Cdyl"
"3882","ENSMUSG00000059326","Csf2ra"
"3883","ENSMUSG00000059327","Eda"
"3884","ENSMUSG00000059343","Aldoart1"
"3885","ENSMUSG00000059430","Actg2"
"3886","ENSMUSG00000059439","Bcas3"
"3887","ENSMUSG00000059479","B3gnt8"
"3888","ENSMUSG00000059495","Arhgef12"
"3889","ENSMUSG00000059554","Ccdc28a"
"3890","ENSMUSG00000059562","Ccdc154"
"3891","ENSMUSG00000059588","Calcrl"
"3892","ENSMUSG00000059639","Clec4a4"
"3893","ENSMUSG00000059674","Cdh24"
"3894","ENSMUSG00000059708","Akap17b"
"3895","ENSMUSG00000059796","Eif4a1"
"3896","ENSMUSG00000059811","Atl2"
"3897","ENSMUSG00000059824","Dbp"
"3898","ENSMUSG00000059898","Dsc3"
"3899","ENSMUSG00000059901","Adamts14"
"3900","ENSMUSG00000059995","Atxn7l3"
"3901","ENSMUSG00000060002","Chpt1"
"3902","ENSMUSG00000060034","Ctf2"
"3903","ENSMUSG00000060038","Dhps"
"3904","ENSMUSG00000060063","Alox5ap"
"3905","ENSMUSG00000060131","Atp8b4"
"3906","ENSMUSG00000060149","BC002059"
"3907","ENSMUSG00000060183","Cxcl11"
"3908","ENSMUSG00000060188","Cxcl17"
"3909","ENSMUSG00000060216","Arrb2"
"3910","ENSMUSG00000060227","Golm2"
"3911","ENSMUSG00000060240","Cend1"
"3912","ENSMUSG00000060244","Alyref2"
"3913","ENSMUSG00000060268","Armh1"
"3914","ENSMUSG00000060279","Ap2a1"
"3915","ENSMUSG00000060317","Acnat2"
"3916","ENSMUSG00000060371","Caln1"
"3917","ENSMUSG00000060376","Bckdha"
"3918","ENSMUSG00000060402","Chst8"
"3919","ENSMUSG00000060407","Cyp2a12"
"3920","ENSMUSG00000060470","Adgrg3"
"3921","ENSMUSG00000060534","Dcc"
"3922","ENSMUSG00000060560","Ces4a"
"3923","ENSMUSG00000060600","Eno3"
"3924","ENSMUSG00000060613","Cyp2c70"
"3925","ENSMUSG00000060671","Atp8b2"
"3926","ENSMUSG00000060703","Cd302"
"3927","ENSMUSG00000060708","Bloc1s4"
"3928","ENSMUSG00000060802","B2m"
"3929","ENSMUSG00000060808","B9d1os"
"3930","ENSMUSG00000060843","Ctnna3"
"3931","ENSMUSG00000060890","Arr3"
"3932","ENSMUSG00000060904","Arl1"
"3933","ENSMUSG00000060923","Acyp2"
"3934","ENSMUSG00000060924","Csmd1"
"3935","ENSMUSG00000060962","Dmkn"
"3936","ENSMUSG00000060992","Copz1"
"3937","ENSMUSG00000061028","Clasrp"
"3938","ENSMUSG00000061048","Cdh3"
"3939","ENSMUSG00000061118","Dnajc30"
"3940","ENSMUSG00000061126","Cyp4f39"
"3941","ENSMUSG00000061132","Blnk"
"3942","ENSMUSG00000061292","Cyp3a59"
"3943","ENSMUSG00000061298","Agbl4"
"3944","ENSMUSG00000061313","Ddhd2"
"3945","ENSMUSG00000061322","Dnai1"
"3946","ENSMUSG00000061353","Cxcl12"
"3947","ENSMUSG00000061388","Csn1s2b"
"3948","ENSMUSG00000061393","Acvr2b"
"3949","ENSMUSG00000061414","Cracr2a"
"3950","ENSMUSG00000061518","Cox5b"
"3951","ENSMUSG00000061533","Cep128"
"3952","ENSMUSG00000061535","C1qtnf7"
"3953","ENSMUSG00000061576","Dpp6"
"3954","ENSMUSG00000061577","Adgrg5"
"3955","ENSMUSG00000061589","Dot1l"
"3956","ENSMUSG00000061603","Akap6"
"3957","ENSMUSG00000061665","Cd2ap"
"3958","ENSMUSG00000061689","Dlgap4"
"3959","ENSMUSG00000061728","Btnl7-ps"
"3960","ENSMUSG00000061740","Cyp2d22"
"3961","ENSMUSG00000061755","Bod1l"
"3962","ENSMUSG00000061758","Akr1b10"
"3963","ENSMUSG00000061759","Armt1"
"3964","ENSMUSG00000061780","Cfd"
"3965","ENSMUSG00000061825","Ces2c"
"3966","ENSMUSG00000061847","Defb39"
"3967","ENSMUSG00000061882","Ccdc62"
"3968","ENSMUSG00000061928","Dsg1b"
"3969","ENSMUSG00000061959","Ces1e"
"3970","ENSMUSG00000061974","Cldn24"
"3971","ENSMUSG00000062017","Abca14"
"3972","ENSMUSG00000062074","Ccn6"
"3973","ENSMUSG00000062082","Cd200r4"
"3974","ENSMUSG00000062098","Btbd3"
"3975","ENSMUSG00000062124","Defb45"
"3976","ENSMUSG00000062127","Cttnbp2nl"
"3977","ENSMUSG00000062132","Arhgap33os"
"3978","ENSMUSG00000062148","Ear6"
"3979","ENSMUSG00000062169","Cnih4"
"3980","ENSMUSG00000062181","Ces3b"
"3981","ENSMUSG00000062202","Btbd9"
"3982","ENSMUSG00000062248","Cks2"
"3983","ENSMUSG00000062376","Borcs7"
"3984","ENSMUSG00000062393","Dgkk"
"3985","ENSMUSG00000062421","Arf2"
"3986","ENSMUSG00000062432","Cyp26c1"
"3987","ENSMUSG00000062438","Adam1b"
"3988","ENSMUSG00000062444","Ap3b2"
"3989","ENSMUSG00000062464","Cyp4f37"
"3990","ENSMUSG00000062478","Ctrc"
"3991","ENSMUSG00000062480","Acat3"
"3992","ENSMUSG00000062563","Cys1"
"3993","ENSMUSG00000062585","Cnr2"
"3994","ENSMUSG00000062590","Armc9"
"3995","ENSMUSG00000062624","Cyp2c67"
"3996","ENSMUSG00000062638","Btnl1"
"3997","ENSMUSG00000062683","Atp5g2"
"3998","ENSMUSG00000062687","Cks1brt"
"3999","ENSMUSG00000062691","Cebpzos"
"4000","ENSMUSG00000062694","Cav3"
"4001","ENSMUSG00000062753","AI413582"
"4002","ENSMUSG00000062762","Ei24"
"4003","ENSMUSG00000062778","Chia1"
"4004","ENSMUSG00000062783","Csprs"
"4005","ENSMUSG00000062825","Actg1"
"4006","ENSMUSG00000062826","Ces2f"
"4007","ENSMUSG00000062908","Acadm"
"4008","ENSMUSG00000062929","Cfl2"
"4009","ENSMUSG00000062949","Atp11c"
"4010","ENSMUSG00000062961","Ccdc177"
"4011","ENSMUSG00000062980","Cped1"
"4012","ENSMUSG00000063015","Ccni"
"4013","ENSMUSG00000063063","Ctnna2"
"4014","ENSMUSG00000063109","Dgkeos"
"4015","ENSMUSG00000063130","Calml3"
"4016","ENSMUSG00000063145","Bbs5"
"4017","ENSMUSG00000063146","Clip2"
"4018","ENSMUSG00000063157","Csn2"
"4019","ENSMUSG00000063193","Cd300lb"
"4020","ENSMUSG00000063362","Alg11"
"4021","ENSMUSG00000063382","Bcl9l"
"4022","ENSMUSG00000063388","BC023105"
"4023","ENSMUSG00000063415","Cyp26b1"
"4024","ENSMUSG00000063428","Ddo"
"4025","ENSMUSG00000063439","B9d2"
"4026","ENSMUSG00000063506","Arhgap22"
"4027","ENSMUSG00000063524","Eno1"
"4028","ENSMUSG00000063558","Aox1"
"4029","ENSMUSG00000063564","Col23a1"
"4030","ENSMUSG00000063600","Egfem1"
"4031","ENSMUSG00000063605","Ccdc102a"
"4032","ENSMUSG00000063651","Cnfn"
"4033","ENSMUSG00000063663","Brwd3"
"4034","ENSMUSG00000063681","Crb1"
"4035","ENSMUSG00000063694","Cycs"
"4036","ENSMUSG00000063765","Chadl"
"4037","ENSMUSG00000063779","Chil4"
"4038","ENSMUSG00000063787","Chchd1"
"4039","ENSMUSG00000063801","Ap3s2"
"4040","ENSMUSG00000063810","Alms1"
"4041","ENSMUSG00000063820","Arl9"
"4042","ENSMUSG00000063838","Cdc42ep5"
"4043","ENSMUSG00000063870","Chd4"
"4044","ENSMUSG00000063889","Crem"
"4045","ENSMUSG00000063904","Dpp3"
"4046","ENSMUSG00000063929","Cyp4a32"
"4047","ENSMUSG00000063952","Brpf3"
"4048","ENSMUSG00000063953","Amd2"
"4049","ENSMUSG00000064039","Ccr1l1"
"4050","ENSMUSG00000064061","Dzip3"
"4051","ENSMUSG00000064063","BC048507"
"4052","ENSMUSG00000064105","Cnnm2"
"4053","ENSMUSG00000064115","Cadm2"
"4054","ENSMUSG00000064128","Cenpj"
"4055","ENSMUSG00000064145","Arih2"
"4056","ENSMUSG00000064210","Ano6"
"4057","ENSMUSG00000064246","Chil1"
"4058","ENSMUSG00000064280","Ccdc146"
"4059","ENSMUSG00000064284","Cdpf1"
"4060","ENSMUSG00000064293","Cntn4"
"4061","ENSMUSG00000064294","Aox3"
"4062","ENSMUSG00000064302","Clasp1"
"4063","ENSMUSG00000065979","Cpped1"
"4064","ENSMUSG00000065987","Cd209b"
"4065","ENSMUSG00000065990","Aurkaip1"
"4066","ENSMUSG00000066026","Dhrs3"
"4067","ENSMUSG00000066058","Cldn19"
"4068","ENSMUSG00000066071","Cyp4a12a"
"4069","ENSMUSG00000066072","Cyp4a10"
"4070","ENSMUSG00000066113","Adamtsl1"
"4071","ENSMUSG00000066149","Cdc26"
"4072","ENSMUSG00000066158","AY512931"
"4073","ENSMUSG00000066189","Cacng3"
"4074","ENSMUSG00000066191","Anks6"
"4075","ENSMUSG00000066224","Arid3c"
"4076","ENSMUSG00000066406","Akap13"
"4077","ENSMUSG00000066491","Cox6c2"
"4078","ENSMUSG00000066510","Ankdd1a"
"4079","ENSMUSG00000066704","Cyp2b19"
"4080","ENSMUSG00000066720","Cldn9"
"4081","ENSMUSG00000066839","Ecsit"
"4082","ENSMUSG00000066975","Cryba4"
"4083","ENSMUSG00000066979","Bub3"
"4084","ENSMUSG00000067081","Asb18"
"4085","ENSMUSG00000067158","Col4a4"
"4086","ENSMUSG00000067194","Eif1ax"
"4087","ENSMUSG00000067220","Cnga1"
"4088","ENSMUSG00000067225","Cyp2c54"
"4089","ENSMUSG00000067229","Cyp2c66"
"4090","ENSMUSG00000067231","Cyp2c65"
"4091","ENSMUSG00000067276","Capn6"
"4092","ENSMUSG00000067336","Bmpr2"
"4093","ENSMUSG00000067370","B3galt4"
"4094","ENSMUSG00000067597","Dgat2l6"
"4095","ENSMUSG00000067642","Adgrf3"
"4096","ENSMUSG00000067653","Ankrd23"
"4097","ENSMUSG00000067722","BC003965"
"4098","ENSMUSG00000067767","Clec4b2"
"4099","ENSMUSG00000067787","Blcap"
"4100","ENSMUSG00000067851","Arfgef1"
"4101","ENSMUSG00000067872","Ccdc87"
"4102","ENSMUSG00000067882","Casp16"
"4103","ENSMUSG00000068036","Afdn"
"4104","ENSMUSG00000068083","Cyp2d40"
"4105","ENSMUSG00000068085","Cyp2d11"
"4106","ENSMUSG00000068086","Cyp2d9"
"4107","ENSMUSG00000068101","Cenpm"
"4108","ENSMUSG00000068114","Ccdc134"
"4109","ENSMUSG00000068129","Cst7"
"4110","ENSMUSG00000068180","AY512915"
"4111","ENSMUSG00000068196","Col8a1"
"4112","ENSMUSG00000068246","Apol9b"
"4113","ENSMUSG00000068250","Amn1"
"4114","ENSMUSG00000068252","Apol7b"
"4115","ENSMUSG00000068263","Efcc1"
"4116","ENSMUSG00000068264","Ap5s1"
"4117","ENSMUSG00000068267","Cenpb"
"4118","ENSMUSG00000068290","Ddrgk1"
"4119","ENSMUSG00000068328","Aup1"
"4120","ENSMUSG00000068335","Dok1"
"4121","ENSMUSG00000068391","Chrac1"
"4122","ENSMUSG00000068394","Cep152"
"4123","ENSMUSG00000068452","Duox2"
"4124","ENSMUSG00000068522","Aard"
"4125","ENSMUSG00000068614","Actc1"
"4126","ENSMUSG00000068617","Efcab1"
"4127","ENSMUSG00000068663","Clec16a"
"4128","ENSMUSG00000068686","Cd59b"
"4129","ENSMUSG00000068740","Celsr2"
"4130","ENSMUSG00000068742","Cry2"
"4131","ENSMUSG00000068794","Col28a1"
"4132","ENSMUSG00000068823","Csde1"
"4133","ENSMUSG00000068876","Cgn"
"4134","ENSMUSG00000068917","Clk2"
"4135","ENSMUSG00000068921","Dap3"
"4136","ENSMUSG00000069045","Ddx3y"
